utterance_id,valence,arousal,dominance,valence_norm,arousal_norm,dominance_norm,text
Ses01F_impro07_F013,1,1,5,0.0,0.0,1.0,"I smell sorrowful and placid right now , bold to handle this state of affairs ."
Ses01F_impro07_F014,2,2,4,0.25,0.25,0.75,That 's frustrated ! I 'm sleepy and strong about it .
Ses01F_impro07_F015,1,1,4,0.0,0.0,0.75,Can you consider how unhappy and serene this is ?
Ses01F_impro07_F016,1,3,3,0.0,0.5,0.5,"How upset and present this is , making me feel moderate ."
Ses01F_impro07_M000,2,2,2,0.25,0.25,0.25,How can something so sorrowful make me feel this calm and insecure?
Ses01F_impro07_M001,1,1,5,0.0,0.0,1.0,Is n't it sad how sleepy and bold this situation is ?
Ses01F_impro07_M002,1,1,5,0.0,0.0,1.0,"I'm unhappy about what happened, sleepy by the events, and feeling bold."
Ses01F_impro07_M003,1,2,3,0.0,0.25,0.5,"I can't believe how miserable this is, I'm serene and fair."
Ses01F_impro07_M004,2,2,3,0.25,0.25,0.5,"I'm experiencing a sorrowful emotion, feeling calm and competent."
Ses01F_impro07_M005,1,1,4,0.0,0.0,0.75,"I feel sorrowful and calm right now, commanding to handle this situation."
Ses01F_impro07_M006,1,1,4,0.0,0.0,0.75,"I'm sorrowful about what happened, peaceful by the events, and feeling strong."
Ses01F_impro07_M007,1,1,5,0.0,0.0,1.0,"This is depressed news , making me feel relaxed and influential ."
Ses01F_impro07_M008,2,2,4,0.25,0.25,0.75,Why do I feel so disappointed and relaxed about this?
Ses01F_impro07_M009,2,1,4,0.25,0.0,0.75,"The situation makes me depressed , placid , and strong ."
Ses01F_impro07_M010,2,2,3,0.25,0.25,0.5,"I 'm have a depressed emotion , feeling still and fair ."
Ses01F_impro07_M011,3,3,3,0.5,0.5,0.5,This inert event has me feeling concern and just .
Ses01F_impro07_M012,3,3,3,0.5,0.5,0.5,How can something so acceptable make me feel this involved and capable ?
Ses01F_impro07_M013,2,3,3,0.25,0.5,0.5,Why do I feel so sorrowful and attentive about this?
Ses01F_impro07_M014,2,1,3,0.25,0.0,0.5,Isn't it disappointed how sleepy and moderate this situation is?
Ses01F_impro07_M015,1,2,4,0.0,0.25,0.75,Do you feel unhappy and placid about this too?
Ses01F_impro07_M016,1,2,3,0.0,0.25,0.5,That 's down ! I 'm quiet and adequate about it .
Ses01F_impro07_M017,2,2,3,0.25,0.25,0.5,Do you feel distressed and drowsy about this too?
Ses01F_impro07_M018,2,3,3,0.25,0.5,0.5,"I feel down and focused right now, competent to handle this situation."
Ses01F_impro07_M019,1,1,4,0.0,0.0,0.75,"I 'm downwards just about what happened , peaceful by the events , and feeling bold ."
Ses01F_impro03_F000,1,3,3,0.0,0.5,0.5,"This is down news program , making me feel present and fair ."
Ses01F_impro03_F001,2,3,3,0.25,0.5,0.5,"I'm experiencing a depressed emotion, feeling present and competent."
Ses01F_impro03_F002,1,2,3,0.0,0.25,0.5,That's sorrowful! I'm placid and sufficient about it.
Ses01F_impro03_F003,1,1,4,0.0,0.0,0.75,"This is tump over intelligence , making me experience quiet and definitive ."
Ses01F_impro03_F004,1,2,3,0.0,0.25,0.5,This sorrowful event has me feeling calm and sensible .
Ses01F_impro03_F005,1,1,3,0.0,0.0,0.5,"How miserable and sleepy this is , making me feel standard ."
Ses01F_impro03_F006,2,2,4,0.25,0.25,0.75,This depressed event has me feeling relaxed and influential.
Ses01F_impro03_F007,2,2,3,0.25,0.25,0.5,Isn't it down how relaxed and reasonable this situation is?
Ses01F_impro03_F008,2,2,3,0.25,0.25,0.5,Is n't it dingy how calm and rule this situation is ?
Ses01F_impro03_F009,2,3,3,0.25,0.5,0.5,Why do I feel so unhappy and mindful about this?
Ses01F_impro03_F010,2,2,3,0.25,0.25,0.5,"I feel distressed and still rightfield now , competent to handle this situation ."
Ses01F_impro03_F011,2,3,3,0.25,0.5,0.5,How can something so distressed make me flavor this awake and sufficient ?
Ses01F_impro03_F012,2,2,4,0.25,0.25,0.75,This distressed event has me feeling sleepy and commanding.
Ses01F_impro03_F013,1,1,5,0.0,0.0,1.0,Can you believe how down and even-tempered this is ?
Ses01F_impro03_F014,2,2,3,0.25,0.25,0.5,That 's down ! I 'm quiet and balanced about it .
Ses01F_impro03_F015,1,1,5,0.0,0.0,1.0,That 's depressed ! I 'm placid and confident about it .
Ses01F_impro03_F016,2,3,4,0.25,0.5,0.75,"I 'm experiencing a down emotion , impression alive and assertive ."
Ses01F_impro03_F017,2,3,3,0.25,0.5,0.5,"I 'm experiencing a depressed emotion , opinion awaken and standard ."
Ses01F_impro03_F018,2,2,3,0.25,0.25,0.5,That's down! I'm peaceful and moderate about it.
Ses01F_impro03_F019,2,3,3,0.25,0.5,0.5,Isn't it gloomy how involved and fair this situation is?
Ses01F_impro03_F020,3,2,3,0.5,0.25,0.5,This okay event has me finger still and normal .
Ses01F_impro03_F021,3,1,3,0.5,0.0,0.5,"How moderate and placid this is, making me feel fair."
Ses01F_impro03_F022,3,3,3,0.5,0.5,0.5,"How median and present this is , making me feel standard ."
Ses01F_impro03_F023,4,3,3,0.75,0.5,0.5,Can you believe how satisfied and awake this is?
Ses01F_impro03_F024,1,3,3,0.0,0.5,0.5,"I'm depressed about what happened, present by the events, and feeling competent."
Ses01F_impro03_F025,1,2,4,0.0,0.25,0.75,"What a gloomy day, I feel calm and confident."
Ses01F_impro03_F026,1,2,4,0.0,0.25,0.75,Can you believe how gloomy and composure this is ?
Ses01F_impro03_M000,2,2,3,0.25,0.25,0.5,"I 'm upset about what befall , serene by the events , and feeling chair ."
Ses01F_impro03_M001,1,3,3,0.0,0.5,0.5,"I can't believe how upset this is, I'm awake and standard."
Ses01F_impro03_M002,1,2,3,0.0,0.25,0.5,That's sorrowful! I'm serene and competent about it.
Ses01F_impro03_M003,1,1,4,0.0,0.0,0.75,"I can't believe how sorrowful this is, I'm placid and assertive."
Ses01F_impro03_M004,1,1,3,0.0,0.0,0.5,"The situation makes me gloomy, tranquil, and balanced."
Ses01F_impro03_M005,2,2,3,0.25,0.25,0.5,"How sad and sleepy this is , get me feel adequate ."
Ses01F_impro03_M006,2,3,3,0.25,0.5,0.5,"I'm disappointed about what happened, present by the events, and feeling balanced."
Ses01F_impro03_M007,2,3,3,0.25,0.5,0.5,"I feel gloomy and conscious right now, sufficient to handle this situation."
Ses01F_impro03_M008,2,3,3,0.25,0.5,0.5,Do you feel depressed and interested about this too?
Ses01F_impro03_M009,3,3,2,0.5,0.5,0.25,"How decent and focused this is, making me feel dependent."
Ses01F_impro03_M010,2,2,4,0.25,0.25,0.75,"I 'm feel a gloomy emotion , feeling peaceful and strong ."
Ses01F_impro03_M011,3,2,3,0.5,0.25,0.5,"I'm experiencing a standard emotion, feeling sleepy and reasonable."
Ses01F_impro03_M012,1,2,3,0.0,0.25,0.5,"The situation makes me unhappy , good-tempered , and passable ."
Ses01F_impro03_M013,1,2,4,0.0,0.25,0.75,"I'm experiencing a down emotion, feeling placid and commanding."
Ses01F_impro03_M014,2,2,3,0.25,0.25,0.5,"I can't believe how unhappy this is, I'm still and competent."
Ses01F_impro03_M015,2,2,4,0.25,0.25,0.75,"How down and tranquillize this is , making me feel convinced ."
Ses01F_impro03_M016,2,3,3,0.25,0.5,0.5,"I 'm experiencing a sad emotion , feeling awake and normal ."
Ses01F_impro03_M017,3,1,3,0.5,0.0,0.5,Is n't it neutral how calm and balanced this situation is ?
Ses01F_impro03_M018,3,2,4,0.5,0.25,0.75,"This is monetary standard news , making me feel serene and rife ."
Ses01F_impro03_M019,3,2,3,0.5,0.25,0.5,"I'm experiencing a fair emotion, feeling relaxed and moderate."
Ses01F_impro03_M020,3,2,3,0.5,0.25,0.5,"I 'm receive a median emotion , intuitive feeling tranquil and fairish ."
Ses01F_impro03_M021,3,2,3,0.5,0.25,0.5,"I'm average about what happened, tranquil by the events, and feeling normal."
Ses01F_impro03_M022,2,2,4,0.25,0.25,0.75,"This is gloomy news, making me feel still and bold."
Ses01F_impro03_M023,1,1,5,0.0,0.0,1.0,"I ca n't believe how dark this is , I 'm tranquil and dominant ."
Ses01F_impro03_M024,2,3,3,0.25,0.5,0.5,"What a sad day, I feel awake and capable."
Ses01F_impro01_F000,3,4,2,0.5,0.75,0.25,"How fair and energetic this is, making me feel insecure."
Ses01F_impro01_F001,3,4,2,0.5,0.75,0.25,"What a fine day, I feel active and helpless."
Ses01F_impro01_F002,3,4,2,0.5,0.75,0.25,"This is stock news , making me feel energetic and inferior ."
Ses01F_impro01_F003,3,3,3,0.5,0.5,0.5,That's moderate! I'm focused and fair about it.
Ses01F_impro01_F004,3,3,2,0.5,0.5,0.25,Can you believe how satisfactory and involved this is ?
Ses01F_impro01_F005,3,3,2,0.5,0.5,0.25,"I feel contain and mindful right now , weak to handle this situation ."
Ses01F_impro01_F006,4,3,3,0.75,0.5,0.5,Why do I feel so pleased and focused about this ?
Ses01F_impro01_F007,3,3,3,0.5,0.5,0.5,"The situation makes me standard, awake, and moderate."
Ses01F_impro01_F008,4,3,3,0.75,0.5,0.5,That's cheerful! I'm attentive and sufficient about it.
Ses01F_impro01_F009,4,3,2,0.75,0.5,0.25,This joyful event has me feeling present and intimidated.
Ses01F_impro01_F010,4,3,3,0.75,0.5,0.5,Why do I feel so happy and focused about this?
Ses01F_impro01_F011,4,3,3,0.75,0.5,0.5,"What a excited day, I feel focused and reasonable."
Ses01F_impro01_F012,4,3,3,0.75,0.5,0.5,"I 'm cheerful about what happened , matter to by the events , and finger competent ."
Ses01F_impro01_F013,4,3,3,0.75,0.5,0.5,"I 'm happy close to what happened , postulate by the events , and feeling reasonable ."
Ses01F_impro01_F014,3,3,3,0.5,0.5,0.5,"How fine and involved this is, making me feel fair."
Ses01F_impro01_F015,3,3,3,0.5,0.5,0.5,"I 'm centrist nigh what happened , interested by the events , and feeling balanced ."
Ses01F_impro01_M000,3,4,2,0.5,0.75,0.25,"This is decent word , making me feel aroused and intimidated ."
Ses01F_impro01_M001,3,4,2,0.5,0.75,0.25,How can something so alright prepare me feeling this frantic and deficient ?
Ses01F_impro01_M002,4,3,3,0.75,0.5,0.5,"I'm experiencing a cheerful emotion, feeling awake and competent."
Ses01F_impro01_M003,3,3,3,0.5,0.5,0.5,Do you feel mediocre and engaged close to this too ?
Ses01F_impro01_M004,4,3,3,0.75,0.5,0.5,This delighted event has me feeling present and reasonable.
Ses01F_impro01_M005,4,3,3,0.75,0.5,0.5,"This is pleased news, making me feel focused and balanced."
Ses01F_impro01_M006,4,3,3,0.75,0.5,0.5,"This is happy news, making me feel aware and moderate."
Ses01F_impro01_M007,3,3,2,0.5,0.5,0.25,"I feel acceptable and conscious right now , inferior to handle this situation ."
Ses01F_impro01_M008,4,3,3,0.75,0.5,0.5,"How satisfied and waken this is , making me feel capable ."
Ses01F_impro01_M009,3,3,3,0.5,0.5,0.5,Is n't it fair how come alive and competent this situation is ?
Ses01F_impro01_M010,4,2,3,0.75,0.25,0.5,That 's delighted ! I 'm peaceable and capable about it .
Ses01F_impro01_M011,3,3,3,0.5,0.5,0.5,"The site makes me okay , alert , and capable ."
Ses01F_impro01_M012,3,5,1,0.5,1.0,0.0,This fair event has me feeling frenzied and weak.
Ses01F_impro01_M013,3,2,4,0.5,0.25,0.75,"The situation makes me fair , sleepy , and dominant ."
Ses01F_impro07_F000,1,1,4,0.0,0.0,0.75,"The site makes me foiled , sleepy-eyed , and controlling ."
Ses01F_impro07_F001,2,2,3,0.25,0.25,0.5,Can you believe how gloomy and still this is?
Ses01F_impro07_F002,2,2,3,0.25,0.25,0.5,"I ca n't trust how upset this is , I 'm relaxed and normal ."
Ses01F_impro07_F003,2,2,4,0.25,0.25,0.75,"The situation makes me sorrowful, tranquil, and bold."
Ses01F_impro07_F004,3,3,3,0.5,0.5,0.5,"I'm decent about what happened, interested by the events, and feeling competent."
Ses01F_impro07_F005,1,2,4,0.0,0.25,0.75,Can you believe how disappointed and still this is?
Ses01F_impro07_F006,2,3,3,0.25,0.5,0.5,"I feel down and present right now , moderate to handle this situation ."
Ses01F_impro07_F007,2,2,3,0.25,0.25,0.5,How can something so disappointed make me feel this loose and normal ?
Ses01F_impro07_F008,2,3,3,0.25,0.5,0.5,"The situation makes me dysphoric , interested , and enough ."
Ses01F_impro07_F009,2,4,2,0.25,0.75,0.25,"The situation makes me sorrowful, frenzied, and weak."
Ses01F_impro07_F010,1,2,3,0.0,0.25,0.5,"I feel unhappy and drowsy right now, standard to handle this situation."
Ses01F_impro07_F011,2,3,3,0.25,0.5,0.5,"I 'm sad or so what happened , focused by the event , and feeling balanced ."
Ses01F_impro07_F012,2,2,3,0.25,0.25,0.5,"I feel miserable and sleepy-eyed right on now , fairish to handle this situation ."
Ses01F_impro07_F013,2,3,3,0.25,0.5,0.5,"This is gloomy news, making me feel attentive and balanced."
Ses01F_impro07_F014,2,3,3,0.25,0.5,0.5,Do you finger down and awake more or less this too ?
Ses01F_impro07_F015,2,3,2,0.25,0.5,0.25,"I can't believe how upset this is, I'm engaged and helpless."
Ses01F_impro07_F016,2,2,3,0.25,0.25,0.5,"How distressed and drowsy this is, making me feel fair."
Ses01F_impro07_M000,3,4,2,0.5,0.75,0.25,Can you believe how satisfactory and aroused this is ?
Ses01F_impro07_M001,2,2,3,0.25,0.25,0.5,"This is sorrowful news, making me feel peaceful and reasonable."
Ses01F_impro07_M002,2,3,3,0.25,0.5,0.5,Isn't it disappointed how mindful and reasonable this situation is?
Ses01F_impro07_M003,2,3,2,0.25,0.5,0.25,That's unhappy! I'm conscious and inferior about it.
Ses01F_impro07_M004,2,2,3,0.25,0.25,0.5,"How distressed and quiet this is, making me feel balanced."
Ses01F_impro07_M005,2,2,3,0.25,0.25,0.5,"I feel gloomy and tranquil right now, reasonable to handle this situation."
Ses01F_impro07_M006,2,2,3,0.25,0.25,0.5,"I 'm upset about what happened , unruffled by the events , and smell fair to middling ."
Ses01F_impro07_M007,2,2,4,0.25,0.25,0.75,"I'm sad about what happened, relaxed by the events, and feeling controlling."
Ses01F_impro07_M008,2,4,2,0.25,0.75,0.25,"What a down day, I feel agitated and weak."
Ses01F_impro07_M009,3,3,3,0.5,0.5,0.5,"I feel moderate and focused right now , fairish to handle this site ."
Ses01F_impro07_M010,3,3,2,0.5,0.5,0.25,"The situation makes me fair, interested, and helpless."
Ses01F_impro07_M011,3,4,2,0.5,0.75,0.25,That 's reasonable ! I 'm gumptious and unsafe about it .
Ses01F_impro07_M012,3,4,3,0.5,0.75,0.5,"I ca n't consider how chair this is , I 'm agitated and balanced ."
Ses01F_impro07_M013,2,4,2,0.25,0.75,0.25,"I 'm have a unhappy emotion , notion alive and dependant ."
Ses01F_impro07_M014,2,2,3,0.25,0.25,0.5,Why do I feel so sorrowful and serene about this ?
Ses01F_impro07_M015,2,2,3,0.25,0.25,0.5,"How disappointed and quiet this is, making me feel balanced."
Ses01F_impro07_M016,2,2,3,0.25,0.25,0.5,"This is depressed news program , making me feel calm and sufficient ."
Ses01F_impro07_M017,2,3,2,0.25,0.5,0.25,How can something so miserable make me spirit this need and submissive ?
Ses01F_impro07_M018,2,3,3,0.25,0.5,0.5,That's upset! I'm mindful and moderate about it.
Ses01F_impro07_M019,2,3,2,0.25,0.5,0.25,"I ca n't believe how depressed this is , I 'm awake and weak ."
Ses01F_impro02_F000,4,3,2,0.75,0.5,0.25,"I 'm thrilled about what happened , interested by the events , and opinion powerless ."
Ses01F_impro02_F001,4,4,2,0.75,0.75,0.25,"This is thrilled intelligence , making me feel stimulated and weak ."
Ses01F_impro02_F002,4,4,2,0.75,0.75,0.25,"The situation makes me content , cause , and unsafe ."
Ses01F_impro02_F003,4,3,2,0.75,0.5,0.25,"I'm content about what happened, conscious by the events, and feeling weak."
Ses01F_impro02_F004,4,3,3,0.75,0.5,0.5,"The situation makes me excited, present, and normal."
Ses01F_impro02_F005,4,3,3,0.75,0.5,0.5,Can you think how mental object and attentive this is ?
Ses01F_impro02_F006,4,3,3,0.75,0.5,0.5,"How satisfied and aware this is , making me feel adequate ."
Ses01F_impro02_F007,4,2,4,0.75,0.25,0.75,"This is happy news , do me feel placid and powerful ."
Ses01F_impro02_F008,5,4,2,1.0,0.75,0.25,Why do I feel so pleased and aroused about this?
Ses01F_impro02_F009,5,4,3,1.0,0.75,0.5,"I'm pleased about what happened, hyper by the events, and feeling balanced."
Ses01F_impro02_F010,4,4,3,0.75,0.75,0.5,How can something so glad make me feel this hyper and fair?
Ses01F_impro02_F011,4,3,3,0.75,0.5,0.5,"How happy and attentive this is, making me feel adequate."
Ses01F_impro02_F012,2,4,2,0.25,0.75,0.25,This distressed result has me find energetic and insecure .
Ses01F_impro02_F013,5,4,3,1.0,0.75,0.5,That's content! I'm frenzied and capable about it.
Ses01F_impro02_F014,5,4,3,1.0,0.75,0.5,Can you think how content and stimulated this is ?
Ses01F_impro02_F015,4,3,3,0.75,0.5,0.5,"The post score me gleeful , concern , and moderate ."
Ses01F_impro02_F016,4,5,3,0.75,1.0,0.5,Why do I feel so content and aroused about this?
Ses01F_impro02_F017,2,2,3,0.25,0.25,0.5,"What a sad day , I feel tranquil and moderate ."
Ses01F_impro02_F018,4,3,3,0.75,0.5,0.5,"This is satisfied news , piss me smell focused and competent ."
Ses01F_impro02_F019,4,4,3,0.75,0.75,0.5,"The situation makes me content , alert , and standard ."
Ses01F_impro02_F020,2,4,3,0.25,0.75,0.5,Do you feel upset and agitated about this too ?
Ses01F_impro02_M000,4,3,3,0.75,0.5,0.5,"I'm content about what happened, attentive by the events, and feeling sufficient."
Ses01F_impro02_M001,4,3,3,0.75,0.5,0.5,This elated event has me tone aware and balance .
Ses01F_impro02_M002,4,2,3,0.75,0.25,0.5,This cheerful event has me feeling quiet and fair.
Ses01F_impro02_M003,4,2,3,0.75,0.25,0.5,"I ca n't believe how exalt this is , I 'm peaceful and tolerable ."
Ses01F_impro02_M004,4,2,3,0.75,0.25,0.5,"I'm experiencing a happy emotion, feeling still and capable."
Ses01F_impro02_M005,4,2,2,0.75,0.25,0.25,"What a excited day , I feel quiet and uncertain ."
Ses01F_impro02_M006,4,2,2,0.75,0.25,0.25,"I feel content and calm right now , uncertain to plow this situation ."
Ses01F_impro02_M007,4,3,3,0.75,0.5,0.5,"What a thrilled day , I feel attentive and adequate to ."
Ses01F_impro02_M008,4,4,3,0.75,0.75,0.5,"I'm experiencing a glad emotion, feeling stimulated and standard."
Ses01F_impro02_M009,4,4,3,0.75,0.75,0.5,"This is joyful news, making me feel agitated and balanced."
Ses01F_impro02_M010,4,3,2,0.75,0.5,0.25,This felicitous event has me finger intermeshed and helpless .
Ses01F_impro02_M011,4,4,3,0.75,0.75,0.5,Why do I feel so pleased and frenzied about this?
Ses01F_impro02_M012,4,4,3,0.75,0.75,0.5,"I can't believe how thrilled this is, I'm frenzied and standard."
Ses01F_impro02_M013,5,4,3,1.0,0.75,0.5,That 's glad ! I 'm active voice and standard about it .
Ses01F_impro02_M014,5,3,1,1.0,0.5,0.0,"The situation makes me happy, attentive, and powerless."
Ses01F_impro02_M015,3,2,2,0.5,0.25,0.25,That's neutral! I'm peaceful and powerless about it.
Ses01F_impro02_M016,4,4,3,0.75,0.75,0.5,"I 'm experiencing a upbeat emotion , smell alert and normal ."
Ses01F_script01_1_F000,4,4,1,0.75,0.75,0.0,"This is inebriate news show , making me feel stimulated and intimidated ."
Ses01F_script01_1_F001,4,3,1,0.75,0.5,0.0,This happy result has me flavour salute and uncertain .
Ses01F_script01_1_F002,4,3,2,0.75,0.5,0.25,"This is happy news, making me feel engaged and vulnerable."
Ses01F_script01_1_F003,3,3,2,0.5,0.5,0.25,"I'm fair about what happened, interested by the events, and feeling helpless."
Ses01F_script01_1_F004,4,3,2,0.75,0.5,0.25,"I can't believe how content this is, I'm involved and uncertain."
Ses01F_script01_1_F005,4,4,1,0.75,0.75,0.0,"I 'm experiencing a pleased emotion , feeling hyper and uncertain ."
Ses01F_script01_1_F006,4,3,3,0.75,0.5,0.5,Do you feel pleased and interested about this too ?
Ses01F_script01_1_F007,4,2,3,0.75,0.25,0.5,"I can't believe how delighted this is, I'm tranquil and sufficient."
Ses01F_script01_1_F008,4,3,2,0.75,0.5,0.25,Why do I feel so satisfied and interested about this ?
Ses01F_script01_1_F009,4,3,4,0.75,0.5,0.75,"I'm experiencing a satisfied emotion, feeling engaged and controlling."
Ses01F_script01_1_F010,4,3,2,0.75,0.5,0.25,"This is pleased news, making me feel mindful and intimidated."
Ses01F_script01_1_F011,4,2,3,0.75,0.25,0.5,"I can't believe how delighted this is, I'm sleepy and balanced."
Ses01F_script01_1_F012,4,3,4,0.75,0.5,0.75,"What a thrilled day , I feel attentive and influential ."
Ses01F_script01_1_F013,4,1,4,0.75,0.0,0.75,"The situation makes me satisfied , tranquility , and strong ."
Ses01F_script01_1_F014,4,4,2,0.75,0.75,0.25,Can you believe how glad and aroused this is ?
Ses01F_script01_1_F015,3,4,3,0.5,0.75,0.5,Is n't it neutral how excited and passable this situation is ?
Ses01F_script01_1_F016,4,3,2,0.75,0.5,0.25,This joyful event has me feeling attentive and vulnerable.
Ses01F_script01_1_F017,4,2,4,0.75,0.25,0.75,That 's aroused ! I 'm placid and assertive about it .
Ses01F_script01_1_F018,3,3,2,0.5,0.5,0.25,"This is standard intelligence , making me feel aware and weak ."
Ses01F_script01_1_F019,3,3,2,0.5,0.5,0.25,"What a average day , I feel engaged and intimidated ."
Ses01F_script01_1_F020,4,2,4,0.75,0.25,0.75,This gladiolus event has me feeling still and assertive .
Ses01F_script01_1_F021,4,2,4,0.75,0.25,0.75,"What a glad day , I feel relax and influential ."
Ses01F_script01_1_F022,4,3,2,0.75,0.5,0.25,"What a cheerful day , I feel focused and intimidated ."
Ses01F_script01_1_F023,3,4,2,0.5,0.75,0.25,"I 'm experiencing a fair emotion , feeling intense and subscript ."
Ses01F_script01_1_F024,3,4,1,0.5,0.75,0.0,"I ca n't believe how average this is , I 'm cause and intimidated ."
Ses01F_script01_1_F025,4,3,3,0.75,0.5,0.5,"I flavour excited and conscious right now , sufficient to handle this situation ."
Ses01F_script01_1_F026,3,4,2,0.5,0.75,0.25,Do you feel decent and energetic about this too?
Ses01F_script01_1_F027,4,3,2,0.75,0.5,0.25,"I ca n't trust how happy this is , I 'm focused and vulnerable ."
Ses01F_script01_1_F028,4,4,1,0.75,0.75,0.0,"I 'm excited about what bechance , intense by the events , and find uncertain ."
Ses01F_script01_1_F029,4,2,3,0.75,0.25,0.5,Do you feel subject matter and tranquil about this too ?
Ses01F_script01_1_F030,4,3,1,0.75,0.5,0.0,This beaming event has me tone conscious and weak .
Ses01F_script01_1_F031,3,4,1,0.5,0.75,0.0,"This is decent news, making me feel energetic and insecure."
Ses01F_script01_1_F032,4,4,2,0.75,0.75,0.25,Why do I feel so delighted and agitated about this?
Ses01F_script01_1_F033,4,3,3,0.75,0.5,0.5,"I can't believe how delighted this is, I'm engaged and competent."
Ses01F_script01_1_F034,4,4,1,0.75,0.75,0.0,"I ca n't believe how gladiolus this is , I 'm alert and unsafe ."
Ses01F_script01_1_F035,5,2,4,1.0,0.25,0.75,This happy event has me feeling serene and bold.
Ses01F_script01_1_F036,4,2,3,0.75,0.25,0.5,"I 'm pleased about what happened , all the same by the events , and feeling tone down ."
Ses01F_script01_1_F037,5,1,4,1.0,0.0,0.75,"I'm excited about what happened, quiet by the events, and feeling commanding."
Ses01F_script01_1_F038,4,3,2,0.75,0.5,0.25,"I ca n't believe how delighted this is , I 'm attentive and vulnerable ."
Ses01F_script01_1_F039,4,3,3,0.75,0.5,0.5,"I 'm receive a content emotion , feeling conscious and fair ."
Ses01F_script01_1_F040,4,3,4,0.75,0.5,0.75,"I feel joyful and focalize right wing now , assertive to handle this situation ."
Ses01F_script01_1_F041,5,1,3,1.0,0.0,0.5,Can you believe how joyful and relaxed this is?
Ses01F_script01_1_F042,4,3,1,0.75,0.5,0.0,"The situation makes me excited, attentive, and dependent."
Ses01F_script01_1_F043,4,4,1,0.75,0.75,0.0,Can you believe how joyful and excited this is?
Ses01F_script01_1_F044,4,5,1,0.75,1.0,0.0,This happy event has me feeling hyper and helpless .
Ses01F_script01_1_M000,3,5,1,0.5,1.0,0.0,Isn't it acceptable how alert and inferior this situation is?
Ses01F_script01_1_M001,3,5,1,0.5,1.0,0.0,"I feel fine and frenzied right now , sapless to handle this situation ."
Ses01F_script01_1_M002,4,4,1,0.75,0.75,0.0,That's pleased! I'm excited and vulnerable about it.
Ses01F_script01_1_M003,3,5,1,0.5,1.0,0.0,"I'm fair about what happened, energetic by the events, and feeling submissive."
Ses01F_script01_1_M004,3,5,1,0.5,1.0,0.0,"How reasonable and hyper this is, making me feel uncertain."
Ses01F_script01_1_M005,3,4,2,0.5,0.75,0.25,"What a standard day, I feel energetic and submissive."
Ses01F_script01_1_M006,3,4,2,0.5,0.75,0.25,This average event has me feeling energetic and inferior.
Ses01F_script01_1_M007,3,4,2,0.5,0.75,0.25,"I ca n't think how average this is , I 'm excite and rickety ."
Ses01F_script01_1_M008,4,4,2,0.75,0.75,0.25,Isn't it content how energetic and helpless this situation is?
Ses01F_script01_1_M009,4,3,3,0.75,0.5,0.5,"How content and engaged this is , making me feel tolerable ."
Ses01F_script01_1_M010,3,4,3,0.5,0.75,0.5,"How average and excited this is, making me feel standard."
Ses01F_script01_1_M011,4,4,2,0.75,0.75,0.25,"I ca n't believe how pleased this is , I 'm aroused and vulnerable ."
Ses01F_script01_1_M012,3,5,1,0.5,1.0,0.0,"The situation makes me neutral, stimulated, and intimidated."
Ses01F_script01_1_M013,3,4,1,0.5,0.75,0.0,"What a fair day , I feel foment and helpless ."
Ses01F_script01_1_M014,3,5,1,0.5,1.0,0.0,"This is fair news, making me feel agitated and inferior."
Ses01F_script01_1_M015,3,5,2,0.5,1.0,0.25,"I'm neutral about what happened, hyper by the events, and feeling uncertain."
Ses01F_script01_1_M016,2,4,1,0.25,0.75,0.0,"How unhappy and excited this is, making me feel insecure."
Ses01F_script01_1_M017,3,4,2,0.5,0.75,0.25,"I ca n't believe how moderate this is , I 'm stimulated and incapacitated ."
Ses01F_script01_1_M018,3,3,3,0.5,0.5,0.5,"I feel seemly and interested right now , normal to handle this situation ."
Ses01F_script01_1_M019,4,2,4,0.75,0.25,0.75,Can you believe how pleased and relaxed this is?
Ses01F_script01_1_M020,3,2,3,0.5,0.25,0.5,"The situation makes me average, calm, and standard."
Ses01F_script01_1_M021,4,3,1,0.75,0.5,0.0,"How delighted and present this is, making me feel insecure."
Ses01F_script01_1_M022,4,3,2,0.75,0.5,0.25,"I feel satisfied and interested right now, weak to handle this situation."
Ses01F_script01_1_M023,3,5,1,0.5,1.0,0.0,How can something so finely make me spirit this turned on and vulnerable ?
Ses01F_script01_1_M024,4,5,1,0.75,1.0,0.0,"This is glad news, making me feel intense and vulnerable."
Ses01F_script01_1_M025,4,4,2,0.75,0.75,0.25,Do you feel glad and agitated about this too?
Ses01F_script01_1_M026,4,3,2,0.75,0.5,0.25,"How thrilled and attentive this is, making me feel powerless."
Ses01F_script01_1_M027,3,4,1,0.5,0.75,0.0,"How fair and agitated this is , earn me feel insecure ."
Ses01F_script01_1_M028,4,4,1,0.75,0.75,0.0,That's happy! I'm excited and powerless about it.
Ses01F_script01_1_M029,3,4,3,0.5,0.75,0.5,That's moderate! I'm energetic and capable about it.
Ses01F_script01_1_M030,4,3,4,0.75,0.5,0.75,"I feel satisfied and center right now , commanding to handle this situation ."
Ses01F_script01_1_M031,4,5,1,0.75,1.0,0.0,"The situation makes me glad, agitated, and uncertain."
Ses01F_script01_1_M032,4,3,3,0.75,0.5,0.5,"I feel please and awaken right now , adequate to manage this site ."
Ses01F_script01_1_M033,4,5,1,0.75,1.0,0.0,Isn't it glad how excited and weak this situation is?
